id,judge_id,court_id,judge,court,,,,name,judges_id,,id,district,county
,77,,Honorable Raul T. Perales,285th District Court,Bexar,,,Honorable Susan Barclay,190,,190,438th District Court,Bexar
,78,,Honorable Jeralynn Manor,80th District Court,Harris,,,Honorable Richard Edward Price,191,,191,114th District Court,Smith
,79,,Honorable Brittanye Morris,333rd District Court,Harris,,,Honorable Pedro (Pete) Gomez,192,,192,12th District Court,Grimes
,80,,Honorable Tracy Gray,County Court At Law,Kaufman,,,Honorable Dwight L. Phifer,193,,193,90th District Court,Stephens
,81,,Honorable Patrick H. Simmons,77th District Court,Freestone,,,Honorable Patricia (Patty) Maginnis,194,,194,County Court at Law No 5,Hidalgo
,82,,Honorable John Byron McMaster,Williamson County Court at Law No. 4,Williamson,,,Honorable Elizabeth H. Beach,195,,195,345th District Court,Travis
,83,,Honorable Lora J. Livingston,353rd District Court,Travis,,,Honorable Dawn Rogers,196,,196,82nd District Court,Robertson
,84,,Honorable Jim F. Kovach,County Civil Court at Law No 2,Harris,,,Honorable Ryan Luna,197,,197,72nd District Court,Crosby
,85,,Honorable William D. Old,25th District Court,Gonzales,,,Honorable Aaron Haas,198,,198,397th District Court,Grayson
,26,,Honorable John (Mike) M. Swanson,143rd District Court,Reeves,,,Honorable Austin R. Jackson,199,,199,198th District Court,Bandera
,86,,Honorable Catherine A. Mauzy,98th District Court,Travis,,,Honorable David W. Moorman,200,,200,164th District Court,Harris
,87,,Honorable Christian Becerra,434th District Court,Fort Bend,,,Honorable Stephen E. Bristow,201,,201,County Court at Law No 6,El Paso
,88,,Honorable Mark Alan Calhoon,3rd District Court,Anderson,,,Honorable JoAnne Garcia,202,,202,202nd District Court,Bowie
,89,,Honorable Grant Kinsey,440th District Cpurt,Coryell,,,Honorable Bryan (Rusty) F. Russ,203,,203,44th District Court,Dallas
,90,,Honorable Rabeea Sultan Collier,113th District Court,Harris,,,Honorable Kara L. Darnell,204,,204,68th District Court,Dallas
,91,,Honorable Robin Malone Darr,385th District Court,Midland,,,Honorable Brian K. Gary,205,,205,128th District Court,Orange
,92,,Honorable Barbara J. Stalder,280th District Court,Harris,,,Honorable Richard Garcia,206,,206,471st District Court,Collin
,93,,Honorable Thomas R. Culver,240th District Court,Fort Bend,,,Honorable Melvin Rex Emerson,207,,207,255th District Court,Dallas
,94,,Honorable Jerome Scott Hennigan,324th District Court,Tarrant,,,Honorable Cheryl Elliott Thornton,208,,208,224th District Court,Bexar
,95,,Honorable R. O'Neil Williams,268th District Court,Fort Bend,,,Honorable M. Sue Kurita,209,,209,315th District Court,Harris
,96,,Honorable Ana Estevez,251st District Court,Randall,,,Honorable Eric Shepperd,210,,210,County Criminal Court No 10,Tarrant
,97,,Honorable Albert D. Pattillo,216th District Court,Gillespie,,,Honorable John Tidwell,211,,211,County Court at Law No 3 & Probate Court,Brazoria
,98,,Honorable Chris Martin,294th District Court,Van Zandt,,,Honorable Martin Jerome Hoffman,212,,212,County Court at Law No 3,El Paso
,99,,Honorable Melissa Bellan,County Court at Law No 2,Dallas,,,Honorable Courtney Burch-Arkeen,213,,213,County Court at Law No 3,Montgomery
,100,,Honorable Kemper Stephen Williams,135th District Court,Refugio,,,Honorable Andrea Kelly Bouressa,214,,214,414th District Court,McLennan
,101,,Honorable Frank Malinak,Lee County Court,Lee,,,Honorable Scot Gibbons Dollinger,215,,215,139th District Court,Hidalgo
,102,,Honorable Susan H. McCoy,153rd District Court,Tarrant,,,Honorable Leah Shapiro,216,,216,40th District Court,Ellis
,103,,Honorable David Anthony Lopez,256th District Court,Dallas,,,Honorable M. Trent Loftin,217,,217,444th District Court,Cameron
,104,,Honorable Karin R. Crump,53rd District Court,Travis,,,Honorable Jeremy Eugene Warren,218,,218,343rd District Court,Bee
,15,,Honorable J. Allan Garrett,424th District Court,Burnet,,,Honorable Dick Alcala,219,,219,288th District Court,Bexar
,105,,Honorable Mary Murphy,336th District Court,Fannin,,,Honorable Amy Tucker,220,,220,392nd District Court,Henderson
,106,,Honorable Gloria E. Lopez,308th District Court,Harris,,,Honorable Vicki L. Menard,221,,221,County Court at Law No 7,El Paso
,107,,Honorable D'Metria Benson,County Court at Law No 1,Dallas,,,Honorable Jose Roberto Flores,222,,222,83rd District Court,Pecos
,108,,Honorable Christopher Gregory,,Tarrant,,,Honorable Bob Carroll,223,,223,12th District Court,Madison
,109,,Honorable Lawrence (Larry) A. Phillips,59th District Court,Grayson,,,Honorable David Alonzo Sanchez,224,,224,433rd District Court,Comal
,110,,Honorable Kevin Dan Henderson,225th District Court,Bexar,,,Honorable Robert Scott McKee,225,,225,430th District Court,Hidalgo
,111,,Honorable Gena Nicole Slaughter,191st District Court,Dallas,,,Honorable Ruben Morales,226,,226,329th District Court,Wharton
,112,,Honorable Clinton (Chip) Wells,312th District Court,Harris,,,Honorable Dibrell W. Waldrip,227,,227,29th District Court,Palo Pinto
,113,,Honorable Cornell (Cory) Douglas Curtis,46th District Court,Wilbarger,,,Honorable Israel Ramon,228,,228,424th District Court,San Saba
,114,,Honorable Maria Aceves,192nd District Court,Dallas,,,Honorable Randy M. Clapp,229,,229,296th District Court,Collin
,20,,Honorable Maya Guerra Gamble,98th District Court,Travis,,,Honorable Jack Weldon Jones,230,,230,76th District Court,Camp
,53,,Honorable Jessica Lauren Mangrum,53rd District Court,Travis,,,Honorable Robert P. Brotherton,231,,231,42nd District Court,Taylor
,115,,Honorable Tamika Craft-Demming,189th District Court,Harris,,,Honorable Evan Clay Stubbs,232,,232,355th District Court,Hood
,116,,Honorable Cynthia Marie Chapa,131st District Court,Bexar,,,Honorable John R. Roach,233,,233,233rd District Court,Tarrant
,117,,Honorable Dimple Malhotra,County Civil Court at Law No 4,Harris,,,Honorable Deane A. Loughmiller,234,,234,404th District Court,Cameron
,118,,Honorable David Gonzales,County Court at Law No 3,Cameron,,,Honorable Veretta L. Frazier,235,,235,122nd District Court,Galveston
,119,,Honorable Garland Ben Woodward,119th District Court,Concho,,,Honorable Bryan T. Bufkin,236,,236,150th District Court,Bexar
,120,,Honorable Harriett L. Haag,County Court at Law No 2,Taylor,,,Honorable Kenneth Newell,237,,237,197th District Court,Cameron
,121,,Honorable Yahara Lisa Gutierrez,65th District Court,El Paso,,,Honorable Ricardo M. Adobbati,238,,238,118th District Court,Howard
,122,,Honorable William C. Sowder,320th District Court,Potter,,,Honorable John A. Ellisor,239,,239,74th District Court,McLennan
,123,,Honorable Elaine H. Palmer,215th District Court,Harris,,,Honorable Argie Brame,240,,240,198th District Court,Kerr
,124,,Honorable Chap B. Cain,253rd District Court,Chambers,,,Honorable Cathleen M. Stryker,241,,241,18th District Court,Johnson
,125,,Honorable Jennifer Setser Rymell,County Court at Law No 2,Tarrant,,,Honorable Adolfo Cordova,242,,242,235th District Court,Cooke
,126,,Honorable Norman Keith Williams,216th District Court,Gillespie,,,Honorable Mark B. Greenberg,243,,243,383rd District Court,El Paso
,127,,Honorable Michael C. Engelhart,151st District Court,Harris,,,Honorable Nikki Mundkowsky,244,,244,425th District Court,Williamson
,128,,Honorable Patricia V. Grady,212th District Court,Galveston,,,Honorable Rex Emerson,245,,245,107th District Court,Cameron
,129,,Honorable Albert M. McCaig,506th District Court,Waller,,,Honorable Sydney B. Hewlett,246,,246,33rd District Court,Llano
,130,,Honorable Robert Ramirez,County Court at Law No 2,Denton,,,Honorable Janna K. Whatley,247,,247,County Court at Law,Liberty
,131,,Honorable Kimberly S. Burley,166th District Court,Bexar,,,Honorable Janelle Haverkamp,248,,248,57th District Court,Bexar
,132,,Honorable Timothy J. McCoy,County Court at Law No 5,Nueces,,,Honorable April R. Propst,249,,249,394th District Court,Brewster
,133,,Honorable Ursula A. Hall,165th District Court,Harris,,,Honorable Guadalupe Rivera,250,,250,43rd District Court,Parker
,77,,Honorable Raul T. Perales,225th District Court,Bexar,,,Honorable Betsy Lambeth,251,,251,307th District Court,Gregg
,134,,Honorable Ben Hardin,23rd District Court,Matagorda,,,Honorable David Evans,252,,252,County Court at Law No 1,Tarrant
,12,,Honorable Jan Soifer,201st District Court,Travis,,,Honorable Monique Diaz,253,,253,County Court at Law No 3,Hidalgo
,135,,Honorable Christopher Taylor,48th District Court,Tarrant,,,Honorable Vicki Isaacks,254,,254,Fort Bend County Court,Fort Bend
,136,,Honorable David A. Canales,73rd District Court,Bexar,,,Honorable Benjamin Euresti,255,,255,252nd District Court,Jefferson
,137,,Honorable Cory Sepolio,269th District Court,Harris,,,Honorable Wesley Hinch,256,,256,125th District Court,Harris
,138,,Honorable Ravi K. Sandill,127th District Court,Harris,,,Honorable Roy B. Ferguson,257,,257,407th District Court,Bexar
,139,,Honorable Les Hatch,237th District Court,Lubbock,,,Honorable Craig Towson,258,,258,72nd District Court,Lubbock
,140,,Honorable Kerry Lane Neves,10th District Court,Galveston,,,Honorable Tim Womack,259,,259,County Court at Law No 3,Tarrant
,141,,Honorable Lonnie Cox,56th District Court,Galveston,,,Honorable Don Pierson,260,,260,50th District Court,Knox
,142,,Honorable Don Burgess,419th District Court,Travis,,,Honorable Rosie Alvarado,261,,261,304th District Court,Dallas
,143,,Honorable Joel B. Johnson,81st District Court,Karnes,,,Honorable Linda A. Rodriguez,262,,262,218th District Court,Karnes
,144,,Honorable Kyle Hawthorne,85th District Court,Brazos,,,Honorable Toni M. Wallace,263,,263,62nd District Court,Lamar
,145,,Honorable Ryan Larson,395th District Court,Williamson,,,Honorable Raquel West,264,,264,County Court at Law #2,Kaufman
,146,,Honorable Maggie Perez-Jaramillo,400th District Court,Fort Bend,,,Honorable O. Kyle Carter,265,,265,505th District Court,Fort Bend
,147,,Honorable Keli Michelle Aiken,354th District Court,Hunt,,,Honorable Tina Torres,266,,266,76th District Court,Morris
,148,,Honorable Cari Starritt-Burnett,169th District Court,Bell,,,Honorable David L. Gleason,267,,267,380th District Court,Collin
,149,,Honorable James Eidson,42nd District Court,Coleman,,,Honorable Mike Hrabal,268,,268,Jim Wells County Court,Jim Wells
,150,,Honorable Mandy White-Rogers,County Court at Law,Orange,,,Honorable Jennifer Ann Habert,269,,269,91st District Court,Eastland
,151,,Honorable Nicole  R.  Taylor,County Court at Law No 5,Dallas,,,Honorable Andrea Martin Lane,270,,270,243rd District Court,El Paso
,152,,Honorable Jay  Adam Bender,County Court at Law No. 6,Collin,,,Honorable Lynn Ellison,271,,271,County Court at Law No 1,Johnson
,52,,Honorable Terri Tipton Holder,270th District Court,Harris,,,Honorable Javier Alvarez,272,,272,188th District Court,Gregg
,153,,Honorable Judge 190th District Court,190th District Court,Harris,,,Honorable Laura L. Salinas,273,,273,Probate Court,Galveston
,154,,Honorable Chantal Melissa Eldridge,331st District Court,Travis,,,Honorable John (Will) W. Biard,274,,274,104th District Court,Taylor
,155,,Honorable Beauford Keith Downs,County Court at Law,Henderson,,,Honorable Bobby L. Rich,275,,275,County Court at Law No 1,Webb
,156,,Honorable Craig M. Mixson,1st District Court,Jasper,,,Honorable Kali Morgan,276,,276,366th District Court,Collin
,157,,Honorable Stephen B. Ables,112th District Court,Pecos,,,Honorable Angela Saucier,277,,277,135th District Court,Victoria
,158,,Honorable Jack M. Graham,County Court at Law,Randall,,,Honorable Benjamin N. Smith,278,,278,71st District Court,Harrison
,159,,Honorable Andrea D. Plumlee,330th District Court,Dallas,,,Honorable John T. Wooldridge,279,,279,Court Court at Law No 3,Galveston
,160,,Honorable Donald J. Cosby,67th District Court,,,,Honorable Michael Ventura Garcia,280,,280,Cooke County Court,Cooke
,161,,Honorable Delinda (Dee) Rene Johnson,47th District Court,Randall,,,Honorable Steven R. Herod,281,,281,358th District Court,Ector
,162,,Honorable David Waddill,County Court at Law No. 7,Collin,,,Honorable Selena Norah Solis,282,,282,81st District Court,Frio
,163,,Honorable Patricia Chew,Probate Court,El Paso,,,Honorable Robert B. Mayfield,283,,283,35th District Court,Brown
,20,,Honorable Maya Guerra Gamble,353rd District Court,Travis,,,Honorable John Scott Novy,284,,284,393rd District Court,Denton
,164,,Honorable Margaret Barnes,367th District Court,Denton,,,Honorable Kim A. Sullivan,285,,285,257th District Court,Harris
,165,,Honorable James M. Mosley,316th District Court,Hutchinson,,,Honorable David Peeples,286,,286,141st District Court,Tarrant
,166,,Honorable Thomas Wilson Lowe,236th District Court,Tarrant,,,Honorable Dan Mike Bird,287,,287,37th District Court,Bexar
,167,,Honorable David Klein,148th District Court,Nueces,,,Honorable Jeff Propst,288,,288,County Court at Law No 2,Wichita
,168,,Honorable Weldon Stone Copeland,Probate Court No. 1,Collin,,,Honorable Hugo Daniel Martinez,289,,289,214th District Court,Nueces
,169,,Honorable Amy Clark-Meachum,53rd District Court,Travis,,,Honorable Gary D. Harger,290,,290,County Court at Law No 2,Smith
,170,,Honorable Janet Lee Leal,103rd District Court,Cameron,,,Honorable Tomasz (Tom) Nowak,291,,291,142nd District Court,Midland
,171,,Honorable Russell Wilson,81st District Court,Wilson,,,Honorable Brad Morin,292,,292,274th District Court,Comal
,172,,Honorable Dallas Sims,146th District Court,Bell,,,Honorable Jack Ewing,293,,293,207th District Court,Hays
,173,,Honorable Bridgett Nichol Whitmore,193rd District Court,Dallas,,,Honorable John H. Morris,294,,294,364th District Court,Lubbock
,174,,Honorable Cleve W. Doty,353rd District Court,Travis,,,Honorable Sandra Lee Watts,295,,295,Criminal District Court 1,Tarrant
,175,,Honorable Thomas M. Wheeler,350th District Court,Taylor,,,Honorable John F. Shrode,296,,296,370th District Court,Hidalgo
,176,,Honorable Antonia Arteaga,225th District Court,Bexar,,,Honorable Gary Lynn Banks,297,,297,105th District Court,Nueces
,177,,Honorable Claudia Lee Laird,County Court at Law No 2,Montgomery,,,Honorable Douglas M. Robison,298,,298,415TH DISTRICT COURT,Parker
,178,,Honorable Fredericka Phillips,61st District Court,Harris,,,Honorable Todd A. Blomerth,299,,299,21st District Court,Burleson
,104,,Honorable Karin R. Crump,250th District Court,Travis,,,Honorable Sandra Peake,300,,300,408th District Court,Bexar
,179,,Honorable Mary Lou Alvarez,45th District Court,Bexar,,,Honorable John P. Chupp,301,,301,234th District Court,Harris
,180,,Honorable Maria Cantu Hexsel,201st District Court,Travis,,,Honorable Walden Shelton,302,,302,305th District Court,Dallas
,181,,Honorable Madeleine Connor,200th District Court,Travis,,,Honorable Greg King,303,,303,458th District Court,Fort Bend
,182,,Honorable John W. Youngblood,368th District Court,Williamson,,,Honorable Inna S. Rogoff-Klein,304,,304,Anderson County Court,Anderson
,183,,Honorable Curt W. Brancheau,84th District Court,Hutchinson,,,Honorable Sara Maynard,305,,305,274th District Court,Hays
,184,,Honorable Kirsten B. Cohoon,451st District Court,Kendall,,,Honorable David Glenn Rogers,306,,306,75th District Court,Liberty
,185,,Honorable Vincent L. Dulweber,County Court at Law No 2,Gregg,,,Honorable Stephanie S. Bascon,307,,307,Probate Court No 2,Harris
,186,,Honorable Luis M. Singleterry,92nd District Court,Hidalgo,,,Honorable Dwight E. Peschel,308,,308,51st District Court,Tom Green
,187,,Honorable Christopher Darrow Duggan,423rd District Court,Bastrop,,,Honorable William (Billy) R. Eichman,309,,309,481st District Court,Denton
,188,,Honorable Charles E. Montemayor,131st District Court,Bexar,,,Honorable Noe Gonzalez,310,,310,69th District Court,Dallam
,189,,Honorable Sandre Streete,256th District Court,Dallas,,,Honorable Nicole Garza,311,,311,152nd District Court,Harris
,190,,Honorable Susan Barclay,117th District Court,Nueces,,,Honorable Christi J. Kennedy,312,,312,244th District Court,Ector
,191,,Honorable Richard Edward Price,131st District Court,Bexar,,,Honorable Lawrence David Weiman,313,,313,302nd District Court,Dallas
,169,,Honorable Amy Clark-Meachum,201st District Court,Travis,,,Honorable Maria Cantú Hexsel,314,,314,445th District Court,Cameron
,192,,Honorable Pedro (Pete) Gomez,112th District Court,Reagan,,,Honorable Jack William Pulcher,315,,315,Criminal District Court 5 of Dallas County,Dallas
,193,,Honorable Dwight L. Phifer,145th District Court,Nacogdoches,,,Honorable Graham Quisenberry,316,,316,115th District Court,Upshur
,194,,Honorable Patricia (Patty) Maginnis,435th District Court,Montgomery,,,Honorable Rick J. Kennon,317,,317,49th District Court,Webb
,195,,Honorable Elizabeth H. Beach,Criminal District Court 3,Tarrant,,,Honorable Sid L. Harle,318,,318,161st District Court,Ector
,196,,Honorable Dawn Rogers,334th District Court,Harris,,,Honorable Dustin Mark Howell,319,,319,Probate Court No 1,Tarrant
,197,,Honorable Ryan Luna,County Court at Law No 3,McLennan,,,Honorable Gary Coley,320,,320,284th District Court,Montgomery
,26,,Honorable John (Mike) M. Swanson,143rd District Court,Ward,,,Honorable Robert A. Perkins,321,,321,455th District Court,Travis
,198,,Honorable Aaron Haas,438th District Court,Bexar,,,Honorable Wesley R. Ward,322,,322,401st District Court,Collin
,199,,Honorable Austin R. Jackson,114th District Court,Smith,,,Honorable Chad Dwayne Bradshaw,323,,323,Grimes County Court,Grimes
,200,,Honorable David W. Moorman,12th District Court,Grimes,,,Honorable Mary Catherine Brown,324,,324,325th District Court,Tarrant
,201,,Honorable Stephen E. Bristow,90th District Court,Stephens,,,Honorable Robert L. Rolnick,325,,325,Harrison County Court,Harrison
,202,,Honorable JoAnne Garcia,County Court at Law No 5,Hidalgo,,,Honorable Gloria M. Rincones,326,,326,365th District Court,Maverick
,104,,Honorable Karin R. Crump,345th District Court,Travis,,,Honorable James Harold Shoemake,327,,327,County Court At Law,Harrison
,203,,Honorable Bryan (Rusty) F. Russ,82nd District Court,Robertson,,,Honorable Brendan J. Doran,328,,328,293rd District Court,Dimmit
,204,,Honorable Kara L. Darnell,72nd District Court,Crosby,,,Honorable John Franklin Phillips,329,,329,County Court at Law #4,Fort Bend
,205,,Honorable Brian K. Gary,397th District Court,Grayson,,,Honorable Mark Morefield,330,,330,51st District Court,Irion
,206,,Honorable Richard Garcia,45th District Court,Bexar,,,Honorable Michael J. Wood,331,,331,274th District Court,Guadalupe
,207,,Honorable Melvin Rex Emerson,198th District Court,Bandera,,,Honorable Kimberly Lemons Allen,332,,332,County Court at Law No 3,Fort Bend
,208,,Honorable Cheryl Elliott Thornton,164th District Court,Harris,,,Honorable Robert K. Schaffer,333,,333,Criminal District Court 6,Dallas
,181,,Honorable Madeleine Connor,126th District Court,Travis,,,Honorable Glen H. Devlin,334,,334,426th District Court,Bell
,209,,Honorable M. Sue Kurita,County Court at Law No 6,El Paso,,,Honorable Lauren Reeder,335,,335,112th District Court,Upton
,210,,Honorable Eric Shepperd,200th District Court,Travis,,,Honorable James M. Rush,336,,336,County Court at Law No 2,Brazos
,211,,Honorable John Tidwell,202nd District Court,Bowie,,,Honorable Sandra Jackson,337,,337,328th District Court,Fort Bend
,27,,Honorable Ashley Elizabeth Wysocki,44th District Court,Dallas,,,Honorable Carter Thompson,338,,338,County Court at Law No 2,Galveston
,212,,Honorable Martin Jerome Hoffman,68th District Court,Dallas,,,Honorable Jerald Dean Fowler,339,,339,335th District Court,Burleson
,213,,Honorable Courtney Burch-Arkeen,128th District Court,Orange,,,Honorable H. D. Black,340,,340,82nd District Court,Falls
,214,,Honorable Andrea Kelly Bouressa,471st District Court,Collin,,,Honorable Monica Z. Notzon,341,,341,362nd District Court,Denton
,215,,Honorable Scot Gibbons Dollinger,189th District Court,Harris,,,Honorable John W. Smith,342,,342,County Court at Law No 2,Travis
,188,,Honorable Charles E. Montemayor,224th District Court,Bexar,,,Honorable William R. Burke,343,,343,9th District Court,Montgomery
,216,,Honorable Leah Shapiro,315th District Court,Harris,,,Honorable Christopher W. Ponder,344,,344,170th District Court,McLennan
,217,,Honorable M. Trent Loftin,County Criminal Court No 10,Tarrant,,,Honorable Kristin Bays,345,,345,398th District Court,Hidalgo
,218,,Honorable Jeremy Eugene Warren,County Court at Law No 3 & Probate Court,Brazoria,,,Honorable Donna S. Rayes,346,,346,332nd District Court,Hidalgo
,219,,Honorable Dick Alcala,County Court at Law No 3,El Paso,,,Honorable Dena Fisher,347,,347,421st District Court,Caldwell
,83,,Honorable Lora J. Livingston,98th District Court,Travis,,,Honorable George B. Flint,348,,348,County Court at Law No 2,Potter
,53,,Honorable Jessica Lauren Mangrum,200th District Court,Travis,,,Honorable Joe Fauth,349,,349,199th District Court,Collin
,220,,Honorable Amy Tucker,County Court at Law No 3,Montgomery,,,Honorable Judith G. Wells,350,,350,417th District Court,Collin
,221,,Honorable Vicki L. Menard,414th District Court,McLennan,,,Honorable Lisa Andrews,351,,351,140th District Court,Lubbock
,222,,Honorable Jose Roberto Flores,139th District Court,Hidalgo,,,Honorable Amado Jose Abascal,352,,352,220th District Court,Hamilton
,223,,Honorable Bob Carroll,40th District Court,Ellis,,,Honorable Joe M. Black,353,,353,271st District Court,Jack
,83,,Honorable Lora J. Livingston,261st District Court,Travis,,,Honorable Maribel Flores,354,,354,County Civil Court at Law No 3,Harris
,224,,Honorable David Alonzo Sanchez,444th District Court,Cameron,,,Honorable Juli Mathew,355,,355,35th District Court,Mills
,143,,Honorable Joel B. Johnson,343rd District Court,Bee,,,Honorable Barbara Lane Walther,356,,356,77th District Court,Limestone
,198,,Honorable Aaron Haas,288th District Court,Bexar,,,Honorable Gary L. Steel,357,,357,216th District Court,Kerr
,225,,Honorable Robert Scott McKee,392nd District Court,Henderson,,,Honorable Susan G. Lowery,358,,358,County Court at Law No 2,Midland
,86,,Honorable Catherine A. Mauzy,419th District Court,Travis,,,Honorable Nancy Cutler Mulder,359,,359,109th District Court,Andrews
,226,,Honorable Ruben Morales,County Court at Law No 7,El Paso,,,Honorable Juanita Pavlick,360,,360,377th District Court,Victoria
,157,,Honorable Stephen B. Ables,83rd District Court,Pecos,,,Honorable Steve J. Duskie,361,,361,County Court at Law No 2,Collin
,200,,Honorable David W. Moorman,12th District Court,Madison,,,Honorable James W. Locke,362,,362,171st District Court,El Paso
,227,,Honorable Dibrell W. Waldrip,433rd District Court,Comal,,,Honorable Caroline E. Baker,363,,363,286th District Court,Hockley
,228,,Honorable Israel Ramon,430th District Court,Hidalgo,,,Honorable Walter G. Armatys,364,,364,180th District Court,Harris
,229,,Honorable Randy M. Clapp,329th District Court,Wharton,,,Honorable Kerri M. Foley,365,,365,Hidalgo County Court at Law No. 9,Hidalgo
,230,,Honorable Jack Weldon Jones,146th District Court,Bell,,,Honorable Reva L. Towslee Corbett,366,,366,Cass County Court,Cass
,231,,Honorable Robert P. Brotherton,29th District Court,Palo Pinto,,,Honorable Ann-Marie Carruth,367,,367,412th Distric Court,Brazoria
,232,,Honorable Evan Clay Stubbs,424th District Court,San Saba,,,Honorable Steven E. Kirkland,368,,368,229th District Court,Starr
,233,,Honorable John R. Roach,296th District Court,Collin,,,Honorable Robert Bruce McFarling,369,,369,7th District Court,Smith
,234,,Honorable Deane A. Loughmiller,76th District Court,Camp,,,Honorable Lesley Briones,370,,370,County Court at Law No 1,Fort Bend
,149,,Honorable James Eidson,42nd District Court,Taylor,,,Honorable William (Bill) McLeod,371,,371,507th District Court,Harris
